n,alpha,c,seed,algo,loss,time,lr,iters,mse
10,20.0,0.95,7,gd,3.139132954584203e-16,0.23085474967956543,0.01,1000,3.1391329545842027e-17
10,10.0,0.5,8,gd,0.00044794255518354475,0.1155252456665039,0.001,500,4.479425551835447e-05
10,10.0,0.95,8,gd,5.601957653311729e-08,0.11178207397460938,0.001,500,5.6019576533117285e-09
10,20.0,0.2,8,gd,0.0013263277942314744,0.09865474700927734,0.01,500,0.00013263277942314743
10,20.0,0.95,8,gd,3.139132954584203e-16,0.09883475303649902,0.001,500,3.1391329545842027e-17
10,20.0,0.2,8,gd,0.0027594442944973707,0.10611152648925781,0.005,500,0.0002759444294497371
10,10.0,0.95,8,gd,5.601957653311729e-08,0.1102900505065918,0.01,500,5.6019576533117285e-09
10,20.0,0.5,8,gd,2.060966686201482e-08,0.1167593002319336,0.01,500,2.060966686201482e-09
10,1.0,0.95,8,gd,0.7777673602104187,0.2023639678955078,0.005,1000,0.07777673602104188
10,1.0,0.5,8,gd,1.4253698587417603,0.23917555809020996,0.005,1000,0.14253698587417601
10,1.0,0.2,8,gd,0.9727274775505066,0.2363734245300293,0.005,1000,0.09727274775505065
10,1.0,0.8,8,gd,0.9611582159996033,0.2217409610748291,0.001,1000,0.09611582159996032
10,20.0,0.2,8,gd,0.017842618748545647,0.11509895324707031,0.001,500,0.0017842618748545648
10,5.0,0.2,8,gd,0.011614806950092316,0.19484186172485352,0.01,1000,0.0011614806950092315
10,1.0,0.8,8,gd,0.9611582159996033,0.23971819877624512,0.005,1000,0.09611582159996032
10,5.0,0.5,8,gd,0.05754463002085686,0.1983165740966797,0.005,1000,0.005754463002085685
10,20.0,0.8,8,gd,1.266416035624121e-13,0.10074496269226074,0.01,500,1.266416035624121e-14
10,1.0,0.95,8,gd,0.7777673602104187,0.21215367317199707,0.01,1000,0.07777673602104188
10,20.0,0.5,8,gd,2.060966686201482e-08,0.12079787254333496,0.001,500,2.060966686201482e-09
10,20.0,0.5,8,gd,2.060966686201482e-08,0.12009859085083008,0.005,500,2.060966686201482e-09
10,1.0,0.8,8,gd,0.9611582159996033,0.23006010055541992,0.01,1000,0.09611582159996032
10,5.0,0.95,8,gd,0.0007357326103374362,0.207350492477417,0.001,1000,7.357326103374362e-05
10,1.0,0.2,9,gd,1.638027310371399,0.10042071342468262,0.005,500,0.16380273103713988
10,5.0,0.2,8,gd,0.1805623322725296,0.2207033634185791,0.001,1000,0.01805623322725296
10,5.0,0.8,8,gd,0.003235037438571453,0.20403575897216797,0.005,1000,0.0003235037438571453
10,20.0,0.8,8,gd,1.266416035624121e-13,0.12017488479614258,0.001,500,1.266416035624121e-14
10,5.0,0.95,8,gd,0.0007357326103374362,0.19057369232177734,0.01,1000,7.357326103374362e-05
10,20.0,0.8,8,gd,1.266416035624121e-13,0.12170052528381348,0.005,500,1.266416035624121e-14
10,1.0,0.2,8,gd,0.9611582159996033,0.24515414237976074,0.01,1000,0.09611582159996032
10,10.0,0.8,8,gd,1.1245971336393268e-06,0.12738585472106934,0.001,500,1.1245971336393268e-07
10,5.0,0.5,8,gd,0.05754463002085686,0.20397734642028809,0.001,1000,0.005754463002085685
10,20.0,0.95,8,gd,3.139132954584203e-16,0.11530423164367676,0.01,500,3.1391329545842027e-17
10,1.0,0.5,9,gd,1.4253698587417603,0.1029365062713623,0.001,500,0.14253698587417601
10,1.0,0.95,8,gd,0.7777673602104187,0.23909354209899902,0.001,1000,0.07777673602104188
10,1.0,0.2,9,gd,2.6711013317108154,0.11740493774414062,0.001,500,0.26711013317108157
10,5.0,0.2,8,gd,0.025035550817847252,0.2326967716217041,0.005,1000,0.002503555081784725
10,1.0,0.8,9,gd,0.9611582159996033,0.10367727279663086,0.01,500,0.09611582159996032
10,1.0,0.2,9,gd,0.972409188747406,0.11225104331970215,0.01,500,0.0972409188747406
10,5.0,0.8,8,gd,0.003235037438571453,0.22084355354309082,0.001,1000,0.0003235037438571453
10,5.0,0.8,8,gd,0.003235037438571453,0.22266173362731934,0.01,1000,0.0003235037438571453
10,10.0,0.8,8,gd,1.1245971336393268e-06,0.18971562385559082,0.001,1000,1.1245971336393268e-07
10,5.0,0.5,8,gd,0.05754463002085686,0.23255228996276855,0.01,1000,0.005754463002085685
10,1.0,0.5,9,gd,1.4253698587417603,0.11965775489807129,0.005,500,0.14253698587417601
10,20.0,0.95,8,gd,3.139132954584203e-16,0.11816859245300293,0.005,500,3.1391329545842027e-17
10,1.0,0.8,9,gd,0.9611582159996033,0.10587024688720703,0.001,500,0.09611582159996032
10,5.0,0.95,8,gd,0.0007357326103374362,0.23323512077331543,0.005,1000,7.357326103374362e-05
10,10.0,0.2,8,gd,0.03395486995577812,0.22353410720825195,0.001,1000,0.003395486995577812
10,10.0,0.2,8,gd,0.002686544321477413,0.23394155502319336,0.01,1000,0.0002686544321477413
10,5.0,0.5,9,gd,0.05754463002085686,0.11002421379089355,0.001,500,0.005754463002085685
10,1.0,0.8,9,gd,0.9611582159996033,0.12132501602172852,0.005,500,0.09611582159996032
10,1.0,0.95,9,gd,0.7777673602104187,0.10635256767272949,0.005,500,0.07777673602104188
10,10.0,0.5,8,gd,0.00044794255518354475,0.23462963104248047,0.005,1000,4.479425551835447e-05
10,5.0,0.2,9,gd,0.48257601261138916,0.10134601593017578,0.001,500,0.04825760126113891
10,10.0,0.95,8,gd,5.601957653311729e-08,0.22174644470214844,0.001,1000,5.6019576533117285e-09
10,5.0,0.95,9,gd,0.0007357326103374362,0.10434103012084961,0.005,500,7.357326103374362e-05
10,5.0,0.5,9,gd,0.05754463002085686,0.11325454711914062,0.01,500,0.005754463002085685
10,10.0,0.2,8,gd,0.005578598473221064,0.23606300354003906,0.005,1000,0.0005578598473221063
10,1.0,0.95,9,gd,0.7777673602104187,0.1148366928100586,0.01,500,0.07777673602104188
10,5.0,0.5,9,gd,0.05754463002085686,0.10370135307312012,0.005,500,0.005754463002085685
10,10.0,0.8,8,gd,1.1245971336393268e-06,0.2221062183380127,0.005,1000,1.1245971336393268e-07
10,10.0,0.5,8,gd,0.00044794255518354475,0.2375011444091797,0.001,1000,4.479425551835447e-05
10,5.0,0.95,9,gd,0.0007357326103374362,0.11599922180175781,0.01,500,7.357326103374362e-05
10,5.0,0.2,9,gd,0.024977395310997963,0.1143035888671875,0.01,500,0.002497739531099796
10,10.0,0.5,8,gd,0.00044794255518354475,0.2316741943359375,0.01,1000,4.479425551835447e-05
10,5.0,0.2,9,gd,0.056057121604681015,0.11862611770629883,0.005,500,0.005605712160468101
10,1.0,0.5,9,gd,1.4253698587417603,0.10488224029541016,0.01,500,0.14253698587417601
10,10.0,0.8,8,gd,1.1245971336393268e-06,0.2233133316040039,0.01,1000,1.1245971336393268e-07
10,10.0,0.5,9,gd,0.00044794255518354475,0.10655069351196289,0.005,500,4.479425551835447e-05
10,1.0,0.95,9,gd,0.7777673602104187,0.12292075157165527,0.001,500,0.07777673602104188
10,5.0,0.8,9,gd,0.003235037438571453,0.11472034454345703,0.01,500,0.0003235037438571453
10,5.0,0.8,9,gd,0.003235037438571453,0.11620402336120605,0.005,500,0.0003235037438571453
10,10.0,0.95,8,gd,5.601957653311729e-08,0.22437214851379395,0.005,1000,5.6019576533117285e-09
10,10.0,0.2,9,gd,0.011804983019828796,0.10895204544067383,0.005,500,0.0011804983019828796
10,5.0,0.8,9,gd,0.003235037438571453,0.10880279541015625,0.001,500,0.0003235037438571453
10,20.0,0.2,8,gd,0.007642488926649094,0.22363901138305664,0.001,1000,0.0007642488926649094
10,20.0,0.2,8,gd,0.000649603724014014,0.22239112854003906,0.01,1000,6.49603724014014e-05
10,20.0,0.2,8,gd,0.001330039813183248,0.2284853458404541,0.005,1000,0.0001330039813183248
10,10.0,0.5,9,gd,0.00044794255518354475,0.11482739448547363,0.001,500,4.479425551835447e-05
10,20.0,0.8,8,gd,1.266416035624121e-13,0.21733617782592773,0.001,1000,1.266416035624121e-14
10,10.0,0.95,8,gd,5.601957653311729e-08,0.23762059211730957,0.01,1000,5.6019576533117285e-09
10,10.0,0.2,9,gd,0.005563207436352968,0.11930608749389648,0.01,500,0.0005563207436352968
10,5.0,0.95,9,gd,0.0007357326103374362,0.11709165573120117,0.001,500,7.357326103374362e-05
10,10.0,0.2,9,gd,0.08211705833673477,0.11057519912719727,0.001,500,0.008211705833673477
10,1.0,0.2,9,gd,0.9727274775505066,0.2255697250366211,0.005,1000,0.09727274775505065
10,20.0,0.95,8,gd,3.139132954584203e-16,0.21367883682250977,0.01,1000,3.1391329545842027e-17
10,20.0,0.5,8,gd,2.060966686201482e-08,0.24105501174926758,0.001,1000,2.060966686201482e-09
10,20.0,0.95,8,gd,3.139132954584203e-16,0.22070002555847168,0.005,1000,3.1391329545842027e-17
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.11544466018676758,0.001,500,1.1245971336393268e-07
10,20.0,0.8,8,gd,1.266416035624121e-13,0.22982192039489746,0.005,1000,1.266416035624121e-14
10,1.0,0.2,9,gd,2.3574154376983643,0.22029447555541992,0.001,1000,0.23574154376983641
10,20.0,0.8,8,gd,1.266416035624121e-13,0.2282094955444336,0.01,1000,1.266416035624121e-14
10,20.0,0.5,8,gd,2.060966686201482e-08,0.2283461093902588,0.005,1000,2.060966686201482e-09
10,10.0,0.95,9,gd,5.601957653311729e-08,0.11207032203674316,0.001,500,5.6019576533117285e-09
10,20.0,0.95,8,gd,3.139132954584203e-16,0.23009681701660156,0.001,1000,3.1391329545842027e-17
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.12040901184082031,0.005,500,1.1245971336393268e-07
10,10.0,0.95,9,gd,5.601957653311729e-08,0.1152040958404541,0.005,500,5.6019576533117285e-09
10,20.0,0.5,9,gd,2.060966686201482e-08,0.10203790664672852,0.001,500,2.060966686201482e-09
10,20.0,0.2,9,gd,0.017842618748545647,0.11165904998779297,0.001,500,0.0017842618748545648
10,20.0,0.5,8,gd,2.060966686201482e-08,0.23186349868774414,0.01,1000,2.060966686201482e-09
10,1.0,0.2,9,gd,0.9611582159996033,0.22903227806091309,0.01,1000,0.09611582159996032
10,10.0,0.95,9,gd,5.601957653311729e-08,0.12053942680358887,0.01,500,5.6019576533117285e-09
10,10.0,0.5,9,gd,0.00044794255518354475,0.12097883224487305,0.01,500,4.479425551835447e-05
10,1.0,0.5,9,gd,1.4253698587417603,0.222184419631958,0.001,1000,0.14253698587417601
10,20.0,0.5,9,gd,2.060966686201482e-08,0.11107802391052246,0.005,500,2.060966686201482e-09
10,20.0,0.5,9,gd,2.060966686201482e-08,0.10772037506103516,0.01,500,2.060966686201482e-09
10,1.0,0.8,9,gd,0.9611582159996033,0.20887303352355957,0.005,1000,0.09611582159996032
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.11979126930236816,0.01,500,1.1245971336393268e-07
10,20.0,0.8,9,gd,1.266416035624121e-13,0.10328507423400879,0.01,500,1.266416035624121e-14
10,20.0,0.8,9,gd,1.266416035624121e-13,0.10769438743591309,0.005,500,1.266416035624121e-14
10,1.0,0.5,9,gd,1.4253698587417603,0.22738885879516602,0.005,1000,0.14253698587417601
10,1.0,0.8,9,gd,0.9611582159996033,0.21289491653442383,0.01,1000,0.09611582159996032
10,20.0,0.2,9,gd,0.0027594442944973707,0.1089472770690918,0.005,500,0.0002759444294497371
10,1.0,0.95,9,gd,0.7777673602104187,0.23132824897766113,0.001,1000,0.07777673602104188
50,1.0,0.5,0,gd,7.126848220825195,0.11064410209655762,0.001,500,0.1425369644165039
10,20.0,0.95,9,gd,3.139132954584203e-16,0.11096644401550293,0.005,500,3.1391329545842027e-17
10,20.0,0.8,9,gd,1.266416035624121e-13,0.12031865119934082,0.001,500,1.266416035624121e-14
10,1.0,0.8,9,gd,0.9611582159996033,0.22825980186462402,0.001,1000,0.09611582159996032
10,20.0,0.95,9,gd,3.139132954584203e-16,0.11093330383300781,0.01,500,3.1391329545842027e-17
10,5.0,0.8,9,gd,0.003235037438571453,0.21158862113952637,0.01,1000,0.0003235037438571453
10,20.0,0.2,9,gd,0.0013263277942314744,0.09894609451293945,0.01,500,0.00013263277942314743
10,1.0,0.5,9,gd,1.4253698587417603,0.23911356925964355,0.01,1000,0.14253698587417601
10,5.0,0.2,9,gd,0.1805623322725296,0.21311569213867188,0.001,1000,0.01805623322725296
10,1.0,0.95,9,gd,0.7777673602104187,0.21965813636779785,0.01,1000,0.07777673602104188
50,1.0,0.5,0,gd,7.126848220825195,0.10262203216552734,0.005,500,0.1425369644165039
10,10.0,0.2,9,gd,0.005578598473221064,0.19046831130981445,0.005,1000,0.0005578598473221063
50,1.0,0.2,0,gd,13.355507850646973,0.11688923835754395,0.001,500,0.26711015701293944
10,5.0,0.8,9,gd,0.003235037438571453,0.20558667182922363,0.005,1000,0.0003235037438571453
10,10.0,0.2,9,gd,0.03395486995577812,0.1985611915588379,0.001,1000,0.003395486995577812
10,5.0,0.2,9,gd,0.025035550817847252,0.22051739692687988,0.005,1000,0.002503555081784725
50,1.0,0.2,0,gd,8.190136909484863,0.11893796920776367,0.005,500,0.16380273818969726
10,20.0,0.95,9,gd,3.139132954584203e-16,0.11294412612915039,0.001,500,3.1391329545842027e-17
10,1.0,0.95,9,gd,0.7777673602104187,0.23229408264160156,0.005,1000,0.07777673602104188
50,1.0,0.2,0,gd,4.862045764923096,0.12013888359069824,0.01,500,0.09724091529846192
10,5.0,0.8,9,gd,0.003235037438571453,0.21860051155090332,0.001,1000,0.0003235037438571453
50,1.0,0.95,0,gd,3.8888373374938965,0.099853515625,0.001,500,0.07777674674987793
10,5.0,0.2,9,gd,0.011614806950092316,0.23108434677124023,0.01,1000,0.0011614806950092315
50,1.0,0.8,0,gd,4.805790901184082,0.11094880104064941,0.001,500,0.09611581802368165
50,1.0,0.8,0,gd,4.805790901184082,0.10953307151794434,0.01,500,0.09611581802368165
10,5.0,0.95,9,gd,0.0007357326103374362,0.22309374809265137,0.01,1000,7.357326103374362e-05
10,5.0,0.95,9,gd,0.0007357326103374362,0.22750520706176758,0.005,1000,7.357326103374362e-05
50,5.0,0.2,0,gd,2.412879705429077,0.10304617881774902,0.001,500,0.04825759410858154
50,1.0,0.8,0,gd,4.805790901184082,0.11820840835571289,0.005,500,0.09611581802368165
10,5.0,0.5,9,gd,0.05754463002085686,0.23996615409851074,0.01,1000,0.005754463002085685
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.1986839771270752,0.005,1000,1.1245971336393268e-07
10,10.0,0.2,9,gd,0.002686544321477413,0.2214794158935547,0.01,1000,0.0002686544321477413
10,5.0,0.5,9,gd,0.05754463002085686,0.24631237983703613,0.005,1000,0.005754463002085685
10,20.0,0.2,9,gd,0.007642488926649094,0.20628952980041504,0.001,1000,0.0007642488926649094
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.20216989517211914,0.01,1000,1.1245971336393268e-07
10,10.0,0.5,9,gd,0.00044794255518354475,0.21578216552734375,0.01,1000,4.479425551835447e-05
10,5.0,0.95,9,gd,0.0007357326103374362,0.22446656227111816,0.001,1000,7.357326103374362e-05
10,10.0,0.95,9,gd,5.601957653311729e-08,0.22568559646606445,0.001,1000,5.6019576533117285e-09
50,1.0,0.5,0,gd,7.126848220825195,0.11958599090576172,0.01,500,0.1425369644165039
10,5.0,0.5,9,gd,0.05754463002085686,0.23717308044433594,0.001,1000,0.005754463002085685
10,10.0,0.5,9,gd,0.00044794255518354475,0.22527456283569336,0.005,1000,4.479425551835447e-05
10,10.0,0.95,9,gd,5.601957653311729e-08,0.22527360916137695,0.005,1000,5.6019576533117285e-09
50,5.0,0.2,0,gd,0.2802855968475342,0.11835861206054688,0.005,500,0.005605711936950684
10,10.0,0.5,9,gd,0.00044794255518354475,0.2313389778137207,0.001,1000,4.479425551835447e-05
50,5.0,0.5,0,gd,0.2877231240272522,0.1123349666595459,0.001,500,0.005754462480545044
50,5.0,0.2,0,gd,0.12488698959350586,0.11657905578613281,0.01,500,0.0024977397918701173
50,5.0,0.5,0,gd,0.2877231240272522,0.11898517608642578,0.005,500,0.005754462480545044
50,1.0,0.95,0,gd,3.8888373374938965,0.11667227745056152,0.005,500,0.07777674674987793
50,5.0,0.5,0,gd,0.2877231240272522,0.11895990371704102,0.01,500,0.005754462480545044
50,1.0,0.95,0,gd,3.8888373374938965,0.11514019966125488,0.01,500,0.07777674674987793
50,5.0,0.8,0,gd,0.01617518812417984,0.11811113357543945,0.001,500,0.0003235037624835968
10,20.0,0.8,9,gd,1.266416035624121e-13,0.22202444076538086,0.005,1000,1.266416035624121e-14
10,10.0,0.95,9,gd,5.601957653311729e-08,0.22606992721557617,0.01,1000,5.6019576533117285e-09
10,20.0,0.8,9,gd,1.266416035624121e-13,0.2205064296722412,0.01,1000,1.266416035624121e-14
50,5.0,0.8,0,gd,0.01617518812417984,0.11861753463745117,0.01,500,0.0003235037624835968
10,10.0,0.8,9,gd,1.1245971336393268e-06,0.23072052001953125,0.001,1000,1.1245971336393268e-07
10,20.0,0.2,9,gd,0.001330039813183248,0.2279067039489746,0.005,1000,0.0001330039813183248
10,20.0,0.5,9,gd,2.060966686201482e-08,0.22179460525512695,0.005,1000,2.060966686201482e-09
50,5.0,0.95,0,gd,0.0036786627024412155,0.11763262748718262,0.001,500,7.35732540488243e-05
10,20.0,0.2,9,gd,0.000649603724014014,0.2328808307647705,0.01,1000,6.49603724014014e-05
50,10.0,0.2,0,gd,0.41058534383773804,0.11243033409118652,0.001,500,0.00821170687675476
10,20.0,0.95,9,gd,3.139132954584203e-16,0.23191356658935547,0.001,1000,3.1391329545842027e-17
10,20.0,0.5,9,gd,2.060966686201482e-08,0.23277950286865234,0.001,1000,2.060966686201482e-09
50,5.0,0.95,0,gd,0.0036786627024412155,0.11654424667358398,0.01,500,7.35732540488243e-05
50,10.0,0.2,0,gd,0.05902492627501488,0.11239457130432129,0.005,500,0.0011804985255002975
50,5.0,0.95,0,gd,0.0036786627024412155,0.12388467788696289,0.005,500,7.35732540488243e-05
10,20.0,0.5,9,gd,2.060966686201482e-08,0.22708654403686523,0.01,1000,2.060966686201482e-09
50,5.0,0.8,0,gd,0.01617518812417984,0.12113833427429199,0.005,500,0.0003235037624835968
50,10.0,0.8,0,gd,5.622985554509796e-06,0.11760306358337402,0.01,500,1.1245971109019592e-07
50,10.0,0.8,0,gd,5.622985554509796e-06,0.11985278129577637,0.001,500,1.1245971109019592e-07
10,20.0,0.95,9,gd,3.139132954584203e-16,0.2135474681854248,0.01,1000,3.1391329545842027e-17
50,10.0,0.5,0,gd,0.0022397125139832497,0.11858344078063965,0.001,500,4.479425027966499e-05
50,10.0,0.2,0,gd,0.027816032990813255,0.11920571327209473,0.01,500,0.0005563206598162651
50,10.0,0.5,0,gd,0.0022397125139832497,0.11655378341674805,0.005,500,4.479425027966499e-05
50,1.0,0.2,0,gd,11.787076950073242,0.21340727806091309,0.001,1000,0.23574153900146486
50,10.0,0.8,0,gd,5.622985554509796e-06,0.11316084861755371,0.005,500,1.1245971109019592e-07
10,20.0,0.95,9,gd,3.139132954584203e-16,0.22505450248718262,0.005,1000,3.1391329545842027e-17
10,20.0,0.8,9,gd,1.266416035624121e-13,0.2375333309173584,0.001,1000,1.266416035624121e-14
50,10.0,0.5,0,gd,0.0022397125139832497,0.12162923812866211,0.01,500,4.479425027966499e-05
50,1.0,0.5,0,gd,7.126848220825195,0.212998628616333,0.005,1000,0.1425369644165039
50,10.0,0.95,0,gd,2.8009785069116333e-07,0.09192943572998047,0.001,500,5.6019570138232665e-09
50,20.0,0.2,0,gd,0.006631638389080763,0.09887576103210449,0.01,500,0.00013263276778161526
50,1.0,0.2,0,gd,4.805790901184082,0.22331690788269043,0.01,1000,0.09611581802368165
50,1.0,0.8,0,gd,4.805790901184082,0.2205801010131836,0.005,1000,0.09611581802368165
50,10.0,0.95,0,gd,2.8009785069116333e-07,0.10996270179748535,0.005,500,5.6019570138232665e-09
50,1.0,0.5,0,gd,7.126848220825195,0.22312593460083008,0.001,1000,0.1425369644165039
50,20.0,0.5,0,gd,1.030483431918583e-07,0.12008190155029297,0.001,500,2.0609668638371658e-09
50,20.0,0.2,0,gd,0.08921308070421219,0.11623620986938477,0.001,500,0.0017842616140842438
50,1.0,0.2,0,gd,4.8636369705200195,0.2381138801574707,0.005,1000,0.09727273941040039
50,20.0,0.5,0,gd,1.030483431918583e-07,0.11365914344787598,0.01,500,2.0609668638371658e-09
50,1.0,0.95,0,gd,3.8888373374938965,0.2080366611480713,0.001,1000,0.07777674674987793
50,20.0,0.95,0,gd,1.5695663449432034e-15,0.10532760620117188,0.01,500,3.139132689886407e-17
50,10.0,0.95,0,gd,2.8009785069116333e-07,0.12252664566040039,0.01,500,5.6019570138232665e-09
50,1.0,0.95,0,gd,3.8888373374938965,0.22591066360473633,0.01,1000,0.07777674674987793
50,20.0,0.5,0,gd,1.030483431918583e-07,0.11235237121582031,0.005,500,2.0609668638371658e-09
50,20.0,0.2,0,gd,0.013797223567962646,0.12535333633422852,0.005,500,0.0002759444713592529
50,5.0,0.5,0,gd,0.2877231240272522,0.21709513664245605,0.01,1000,0.005754462480545044
50,1.0,0.8,0,gd,4.805790901184082,0.22753620147705078,0.001,1000,0.09611581802368165
50,1.0,0.5,0,gd,7.126848220825195,0.23793339729309082,0.01,1000,0.1425369644165039
50,20.0,0.8,0,gd,6.332080042595334e-13,0.1121523380279541,0.005,500,1.2664160085190667e-14
50,5.0,0.2,1,gd,2.412879705429077,0.0993509292602539,0.001,500,0.04825759410858154
50,20.0,0.8,0,gd,6.332080042595334e-13,0.11090922355651855,0.01,500,1.2664160085190667e-14
50,5.0,0.5,0,gd,0.2877231240272522,0.21715044975280762,0.001,1000,0.005754462480545044
50,20.0,0.95,0,gd,1.5695663449432034e-15,0.10993790626525879,0.005,500,3.139132689886407e-17
50,1.0,0.5,1,gd,7.126848220825195,0.11852693557739258,0.001,500,0.1425369644165039
50,20.0,0.8,0,gd,6.332080042595334e-13,0.12128233909606934,0.001,500,1.2664160085190667e-14
50,1.0,0.95,0,gd,3.8888373374938965,0.23112773895263672,0.005,1000,0.07777674674987793
50,20.0,0.95,0,gd,1.5695663449432034e-15,0.11269402503967285,0.001,500,3.139132689886407e-17
50,1.0,0.8,0,gd,4.805790901184082,0.23600149154663086,0.01,1000,0.09611581802368165
50,1.0,0.2,1,gd,8.190136909484863,0.11093258857727051,0.005,500,0.16380273818969726
50,5.0,0.2,0,gd,0.1251777559518814,0.2295818328857422,0.005,1000,0.002503555119037628
50,5.0,0.2,0,gd,0.058074045926332474,0.2284684181213379,0.01,1000,0.0011614809185266494
50,5.0,0.2,0,gd,0.9028115272521973,0.23877477645874023,0.001,1000,0.018056230545043947
50,5.0,0.5,0,gd,0.2877231240272522,0.22772216796875,0.005,1000,0.005754462480545044
50,5.0,0.95,0,gd,0.0036786627024412155,0.21752166748046875,0.005,1000,7.35732540488243e-05
50,1.0,0.2,1,gd,13.355507850646973,0.10344386100769043,0.001,500,0.26711015701293944
50,5.0,0.95,0,gd,0.0036786627024412155,0.22586965560913086,0.001,1000,7.35732540488243e-05
50,1.0,0.5,1,gd,7.126848220825195,0.1194453239440918,0.005,500,0.1425369644165039
50,5.0,0.8,0,gd,0.01617518812417984,0.20812535285949707,0.001,1000,0.0003235037624835968
50,5.0,0.8,0,gd,0.01617518812417984,0.22482800483703613,0.005,1000,0.0003235037624835968
50,1.0,0.95,1,gd,3.8888373374938965,0.10660767555236816,0.001,500,0.07777674674987793
50,1.0,0.2,1,gd,4.862045764923096,0.12975358963012695,0.01,500,0.09724091529846192
50,1.0,0.95,1,gd,3.8888373374938965,0.10722494125366211,0.005,500,0.07777674674987793
50,1.0,0.5,1,gd,7.126848220825195,0.11914491653442383,0.01,500,0.1425369644165039
50,5.0,0.8,0,gd,0.01617518812417984,0.22523164749145508,0.01,1000,0.0003235037624835968
50,1.0,0.8,1,gd,4.805790901184082,0.1122899055480957,0.005,500,0.09611581802368165
50,10.0,0.5,0,gd,0.0022397125139832497,0.21079206466674805,0.001,1000,4.479425027966499e-05
50,1.0,0.8,1,gd,4.805790901184082,0.12008047103881836,0.001,500,0.09611581802368165
50,10.0,0.2,0,gd,0.013432721607387066,0.21514177322387695,0.01,1000,0.0002686544321477413
50,1.0,0.8,1,gd,4.805790901184082,0.11933612823486328,0.01,500,0.09611581802368165
50,5.0,0.2,1,gd,0.2802855968475342,0.1108400821685791,0.005,500,0.005605711936950684
50,5.0,0.5,1,gd,0.2877231240272522,0.10699248313903809,0.005,500,0.005754462480545044
50,1.0,0.95,1,gd,3.8888373374938965,0.11669158935546875,0.01,500,0.07777674674987793
50,5.0,0.5,1,gd,0.2877231240272522,0.11806631088256836,0.001,500,0.005754462480545044
50,5.0,0.8,1,gd,0.01617518812417984,0.1071622371673584,0.001,500,0.0003235037624835968
50,10.0,0.2,0,gd,0.02789297141134739,0.23074579238891602,0.005,1000,0.0005578594282269478
50,5.0,0.2,1,gd,0.12488698959350586,0.12326455116271973,0.01,500,0.0024977397918701173
50,10.0,0.95,0,gd,2.8009785069116333e-07,0.2280733585357666,0.005,1000,5.6019570138232665e-09
50,10.0,0.5,0,gd,0.0022397125139832497,0.2241818904876709,0.01,1000,4.479425027966499e-05
50,5.0,0.95,0,gd,0.0036786627024412155,0.23807144165039062,0.01,1000,7.35732540488243e-05
50,10.0,0.2,0,gd,0.1697743833065033,0.22385907173156738,0.001,1000,0.003395487666130066
50,5.0,0.8,1,gd,0.01617518812417984,0.11182045936584473,0.005,500,0.0003235037624835968
50,10.0,0.8,0,gd,5.622985554509796e-06,0.22474241256713867,0.005,1000,1.1245971109019592e-07
50,5.0,0.5,1,gd,0.2877231240272522,0.11978435516357422,0.01,500,0.005754462480545044
50,10.0,0.5,0,gd,0.0022397125139832497,0.2338576316833496,0.005,1000,4.479425027966499e-05
50,20.0,0.2,0,gd,0.03821244463324547,0.23057770729064941,0.001,1000,0.0007642488926649094
50,10.0,0.8,0,gd,5.622985554509796e-06,0.2231299877166748,0.01,1000,1.1245971109019592e-07
50,20.0,0.5,0,gd,1.030483431918583e-07,0.22344517707824707,0.001,1000,2.0609668638371658e-09
50,10.0,0.95,1,gd,2.8009785069116333e-07,0.09418201446533203,0.001,500,5.6019570138232665e-09
50,10.0,0.2,1,gd,0.05902492627501488,0.10379457473754883,0.005,500,0.0011804985255002975
50,5.0,0.95,1,gd,0.0036786627024412155,0.12497234344482422,0.01,500,7.35732540488243e-05
50,20.0,0.2,0,gd,0.0032480184454470873,0.21485590934753418,0.01,1000,6.496036890894174e-05
50,5.0,0.8,1,gd,0.01617518812417984,0.11005830764770508,0.01,500,0.0003235037624835968
50,5.0,0.95,1,gd,0.0036786627024412155,0.1160581111907959,0.005,500,7.35732540488243e-05
50,10.0,0.5,1,gd,0.0022397125139832497,0.10639667510986328,0.001,500,4.479425027966499e-05
50,20.0,0.95,0,gd,1.5695663449432034e-15,0.19751477241516113,0.01,1000,3.139132689886407e-17
50,10.0,0.2,1,gd,0.027816032990813255,0.10930848121643066,0.01,500,0.0005563206598162651
50,20.0,0.2,0,gd,0.006650186143815517,0.22901153564453125,0.005,1000,0.00013300372287631035
50,5.0,0.95,1,gd,0.0036786627024412155,0.11333370208740234,0.001,500,7.35732540488243e-05
50,1.0,0.2,1,gd,11.787076950073242,0.2028801441192627,0.001,1000,0.23574153900146486
50,10.0,0.8,1,gd,5.622985554509796e-06,0.10513138771057129,0.001,500,1.1245971109019592e-07
50,10.0,0.8,1,gd,5.622985554509796e-06,0.10256528854370117,0.01,500,1.1245971109019592e-07
50,20.0,0.8,0,gd,6.332080042595334e-13,0.21405673027038574,0.005,1000,1.2664160085190667e-14
50,10.0,0.5,1,gd,0.0022397125139832497,0.12127113342285156,0.005,500,4.479425027966499e-05
